15,17,28,34,35,51
10,11,21,23,28,30
2,12,28,36,43,48
1,15,16,25,32,36
9,13,22,31,57,58
5,10,11,22,23,37
10,18,41,49,53,59
14,26,34,36,43,59
1,5,12,36,53,55
2,20,27,30,52,59
10,14,17,19,21,34
14,17,32,36,39,60
3,4,13,29,36,43
5,10,26,35,38,44
37,39,47,50,59,60
12,18,22,31,44,50
29,32,33,35,38,43
4,12,14,41,46,53
12,17,43,44,48,60
6,26,32,35,37,49
3,7,15,22,24,50
9,18,33,38,41,51
8,18,26,27,47,50
6,7,25,28,31,52
16,22,29,35,38,49
10,11,19,33,58,60
11,23,45,53,57,59
9,13,25,39,46,54
7,8,14,19,32,45
5,9,14,30,38,50
6,12,32,44,51,57
19,22,37,44,51,56
4,5,17,20,48,52
9,12,20,30,32,35
2,10,18,25,34,44
3,13,16,25,27,33
2,6,10,14,34,56
3,20,45,52,53,58
19,25,43,44,48,49
13,15,53,54,55,58
5,24,25,33,38,41
1,25,29,43,46,48
 

 
 
